key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link,tournament_id,tournament_name,year,start_date,host_country,age_at_tournament,total_goals,penalty,own_goal,matches_played,matches_started,matches_as_substitute,positions_played,team_id,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,position,win_rate,avg_goals_per_match,avg_conceded_per_match
2114,P-70753,Cowie,Doug,1926-05-01,0,0,0,1,0,2,"1954, 1958",https://en.wikipedia.org/wiki/Doug_Cowie_(footballer),WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-64,2.0,0.0,0.0,2.0,0.0,8.0,-8.0,0.0,4.0,0.0,0.0,4.0
2115,P-57974,Cox,Ian,1971-03-25,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Ian_Cox,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-78,3.0,0.0,1.0,2.0,0.0,4.0,-4.0,1.0,4.0,0.0,0.0,1.3333333333333333
2116,P-24266,Cox,Stephanie,1986-04-03,1,0,1,0,0,2,"2007, 2011",https://en.wikipedia.org/wiki/Stephanie_Cox,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,China,21.0,0.0,0.0,0.0,6.0,6.0,0.0,defender,T-83,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
2117,P-20825,Coyle,Fay,1933-04-01,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Fay_Coyle,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,Sweden,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-52,3.0,1.0,1.0,1.0,4.0,5.0,-1.0,3.0,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667
2118,P-13330,Coyle,John,1932-09-28,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/John_Coyle_(footballer),WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,Sweden,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-64,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,1.0,4.0,0.0,1.3333333333333333,2.0
2119,P-90357,Coyne,Tommy,1962-11-14,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Tommy_Coyne,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,United States,31.0,0.0,0.0,0.0,3.0,3.0,0.0,center forward,T-60,3.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
2120,P-62878,Craddock,Robert,1923-09-05,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Robert_Craddock,WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,Brazil,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-83,3.0,1.0,0.0,2.0,4.0,8.0,-4.0,2.0,4.0,0.3333333333333333,1.3333333333333333,2.6666666666666665
2121,P-43055,Craioveanu,Gheorghe,1968-02-14,0,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Gheorghe_Craioveanu,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,30.0,0.0,0.0,0.0,1.0,0.0,1.0,forward,T-61,3.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666
2122,P-83981,Cramer,Jennifer,1993-02-24,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Jennifer_Cramer,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,22.0,0.0,0.0,0.0,2.0,1.0,1.0,"left back, defender",T-31,3.0,2.0,1.0,0.0,15.0,1.0,14.0,7.0,1.0,0.6666666666666666,5.0,0.3333333333333333
2123,P-12959,Crasson,Bertrand,1971-10-05,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Bertrand_Crasson,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,26.0,0.0,0.0,0.0,1.0,1.0,0.0,defender,T-06,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0
2124,P-62147,Crawford,Amanda,1971-02-16,1,0,0,0,1,1,1991,https://en.wikipedia.org/wiki/Amanda_Crawford_(footballer),WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,China,20.0,0.0,0.0,0.0,3.0,2.0,1.0,forward,T-49,3.0,0.0,0.0,3.0,1.0,11.0,-10.0,0.0,4.0,0.0,0.3333333333333333,3.6666666666666665
2125,P-64907,Crawford,Hayley,1984-03-27,1,0,0,0,1,1,2003,https://en.wikipedia.org/wiki/Hayley_Crawford,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,United States,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-04,3.0,0.0,1.0,2.0,3.0,5.0,-2.0,1.0,4.0,0.0,1.0,1.6666666666666667
2126,P-86320,Cremaschi,Atilio,1923-03-08,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Atilio_Cremaschi,WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,Brazil,27.0,2.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-13,3.0,1.0,0.0,2.0,5.0,6.0,-1.0,2.0,3.0,0.3333333333333333,1.6666666666666667,2.0
2127,P-19888,Crespo,Hernán,1975-07-05,0,0,0,0,1,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Hern%C3%A1n_Crespo,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,22.0,0.0,0.0,0.0,1.0,0.0,1.0,forward,T-03,3.0,3.0,0.0,0.0,7.0,0.0,7.0,9.0,1.0,1.0,2.3333333333333335,0.0
2128,P-53388,Cresswell,Kenny,1958-06-04,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Kenny_Cresswell,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,24.0,0.0,0.0,0.0,3.0,3.0,0.0,midfielder,T-49,3.0,0.0,0.0,3.0,2.0,12.0,-10.0,0.0,4.0,0.0,0.6666666666666666,4.0
2129,P-24104,Crichton,Leanne,1987-08-06,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Leanne_Crichton,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,France,31.0,0.0,0.0,0.0,1.0,1.0,0.0,center midfielder,T-64,3.0,0.0,1.0,2.0,5.0,7.0,-2.0,1.0,4.0,0.0,1.6666666666666667,2.3333333333333335
2130,P-74340,Cris,not applicable,1977-06-03,0,0,1,0,0,1,2006,"https://en.wikipedia.org/wiki/Cris_(footballer,_born_1977)",WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-09,3.0,3.0,0.0,0.0,7.0,1.0,6.0,9.0,1.0,1.0,2.3333333333333335,0.3333333333333333
2131,P-00325,Cris,not applicable,1985-12-12,1,0,0,1,0,1,2011,https://en.wikipedia.org/wiki/Ana_Cristina_da_Silva,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,Germany,25.0,0.0,0.0,0.0,3.0,3.0,0.0,"center back, center midfielder",T-29,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,0.0,4.0,0.0,0.6666666666666666,2.3333333333333335
2132,P-54694,Criscito,Domenico,1986-12-30,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Domenico_Criscito,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,23.0,0.0,0.0,0.0,3.0,3.0,0.0,left back,T-41,3.0,0.0,2.0,1.0,4.0,5.0,-1.0,2.0,4.0,0.0,1.3333333333333333,1.6666666666666667
2133,P-26034,Cristaldo,Luis,1969-08-31,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Luis_Cristaldo,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,United States,24.0,0.0,0.0,0.0,2.0,2.0,0.0,defender,T-07,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,1.0,4.0,0.0,0.3333333333333333,1.3333333333333333
2134,P-93057,Cristiane,not applicable,1985-05-15,1,0,0,0,1,5,"2003, 2007, 2011, 2015, 2019",https://en.wikipedia.org/wiki/Cristiane_(footballer),WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,United States,18.0,0.0,0.0,0.0,4.0,0.0,4.0,forward,T-09,3.0,2.0,1.0,0.0,8.0,2.0,6.0,7.0,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666
2135,P-67864,Crnković,Tomislav,1929-06-17,0,0,1,0,0,2,"1954, 1958",https://en.wikipedia.org/wiki/Tomislav_Crnkovi%C4%87,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-87,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.5,1.0,0.5
2136,P-96874,Crnogorčević,Ana-Maria,1990-10-03,1,0,0,0,1,1,2015,https://en.wikipedia.org/wiki/Ana-Maria_Crnogor%C4%8Devi%C4%87,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,24.0,1.0,0.0,0.0,4.0,4.0,0.0,"left winger, center forward, right winger",T-75,3.0,1.0,0.0,2.0,11.0,4.0,7.0,3.0,3.0,0.3333333333333333,3.6666666666666665,1.3333333333333333
2137,P-57965,Cromwell,Amanda,1970-06-15,1,0,0,1,0,1,1995,https://en.wikipedia.org/wiki/Amanda_Cromwell,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,Sweden,24.0,0.0,0.0,0.0,2.0,1.0,1.0,midfielder,T-83,3.0,2.0,1.0,0.0,9.0,4.0,5.0,7.0,1.0,0.6666666666666666,3.0,1.3333333333333333
2138,P-20172,Cronqvist,Claes,1944-10-15,0,0,0,1,0,2,"1970, 1974",https://en.wikipedia.org/wiki/Claes_Cronqvist,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,Mexico,25.0,0.0,0.0,0.0,1.0,1.0,0.0,defender,T-74,3.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
2139,P-77532,Crouch,Peter,1981-01-30,0,0,0,0,1,2,"2006, 2010",https://en.wikipedia.org/wiki/Peter_Crouch,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,25.0,1.0,0.0,0.0,4.0,2.0,2.0,"center forward, forward",T-28,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
2140,P-49064,Crowe,Vic,1932-01-31,0,0,0,1,0,1,1958,https://en.wikipedia.org/wiki/Vic_Crowe,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,Sweden,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-85,3.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.6666666666666666,0.6666666666666666
2141,P-79032,Croy,Jürgen,1946-10-19,0,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/J%C3%BCrgen_Croy,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,West Germany,27.0,0.0,0.0,0.0,6.0,6.0,0.0,goal keeper,T-24,6.0,2.0,2.0,2.0,5.0,5.0,0.0,6.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334
2142,P-76518,Crummer,Larissa,1996-01-10,1,0,0,0,1,1,2015,https://en.wikipedia.org/wiki/Larissa_Crummer,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,19.0,0.0,0.0,0.0,2.0,0.0,2.0,forward,T-04,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
2143,P-50564,Cruyff,Johan,1947-04-25,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Johan_Cruyff,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,West Germany,27.0,3.0,0.0,0.0,7.0,7.0,0.0,"center forward, forward",T-48,6.0,5.0,1.0,0.0,14.0,1.0,13.0,11.0,1.0,0.8333333333333334,2.3333333333333335,0.16666666666666666
2144,P-99966,Cruz,André,1968-09-20,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Andr%C3%A9_Cruz,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-09,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,1.0,0.6666666666666666,2.0,1.0
2145,P-10868,Cruz,Daniela,1991-03-08,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Daniela_Cruz,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-17,3.0,0.0,2.0,1.0,3.0,4.0,-1.0,2.0,3.0,0.0,1.0,1.3333333333333333
2146,P-56743,Cruz,Felix,1961-04-04,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Felix_Cruz,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,Mexico,25.0,0.0,0.0,0.0,5.0,5.0,0.0,defender,T-46,3.0,2.0,1.0,0.0,4.0,2.0,2.0,5.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666
2147,P-64664,Cruz,Fernando,1940-08-12,0,0,0,1,0,1,1966,https://en.wikipedia.org/wiki/Fernando_Cruz_(footballer),WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,England,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-58,3.0,3.0,0.0,0.0,9.0,2.0,7.0,6.0,1.0,1.0,3.0,0.6666666666666666
2148,P-83744,Cruz,Francisco Javier,1966-05-24,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Francisco_Javier_Cruz,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,Mexico,20.0,0.0,0.0,0.0,4.0,0.0,4.0,forward,T-46,3.0,2.0,1.0,0.0,4.0,2.0,2.0,5.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666
2149,P-23529,Cruz,Humberto,1939-12-08,0,0,1,1,0,2,"1962, 1966",https://en.wikipedia.org/wiki/Humberto_Cruz,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,Chile,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-13,3.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,2.0,0.6666666666666666,1.6666666666666667,1.0
2150,P-29948,Cruz,Juan,1959-06-24,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Juan_Cruz_Murillo,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,22.0,0.0,0.0,0.0,1.0,1.0,0.0,midfielder,T-35,3.0,0.0,2.0,1.0,2.0,3.0,-1.0,2.0,4.0,0.0,0.6666666666666666,1.0
2151,P-38198,Cruz,Julio,1974-10-10,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Julio_Ricardo_Cruz,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,31.0,0.0,0.0,0.0,2.0,0.0,2.0,forward,T-03,3.0,2.0,1.0,0.0,8.0,1.0,7.0,7.0,1.0,0.6666666666666666,2.6666666666666665,0.3333333333333333
2152,P-92883,Cruz,Luis,1925-04-28,0,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Luis_Cruz_(Uruguayan_footballer),WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,29.0,1.0,0.0,1.0,0.0,0.0,0.0,Unknown,T-84,2.0,2.0,0.0,0.0,9.0,0.0,9.0,4.0,1.0,1.0,4.5,0.0
2153,P-91620,Cruz,Luis,1949-06-12,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Cruz,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,33.0,0.0,0.0,0.0,1.0,1.0,0.0,defender,T-35,3.0,0.0,2.0,1.0,2.0,3.0,-1.0,2.0,4.0,0.0,0.6666666666666666,1.0
2154,P-19812,Cruz,Osvaldo,1931-05-29,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Osvaldo_H%C3%A9ctor_Cruz,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,Sweden,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-03,3.0,1.0,0.0,2.0,5.0,10.0,-5.0,2.0,4.0,0.3333333333333333,1.6666666666666667,3.3333333333333335
2155,P-90891,Cruz,Shirley,1985-08-28,1,0,0,1,0,1,2015,https://en.wikipedia.org/wiki/Shirley_Cruz,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,29.0,0.0,0.0,0.0,3.0,3.0,0.0,center midfielder,T-17,3.0,0.0,2.0,1.0,3.0,4.0,-1.0,2.0,3.0,0.0,1.0,1.3333333333333333
2156,P-96893,Cruzado,Luis,1941-07-06,0,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Luis_Cruzado,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,Mexico,28.0,0.0,0.0,0.0,2.0,0.0,2.0,midfielder,T-56,3.0,2.0,0.0,1.0,7.0,5.0,2.0,4.0,2.0,0.6666666666666666,2.3333333333333335,1.6666666666666667
2157,P-17566,Csapó,Károly,1952-02-23,0,0,0,1,0,2,"1978, 1982",https://en.wikipedia.org/wiki/K%C3%A1roly_Csap%C3%B3,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,26.0,1.0,0.0,0.0,3.0,2.0,1.0,midfielder,T-36,3.0,0.0,0.0,3.0,3.0,8.0,-5.0,0.0,4.0,0.0,1.0,2.6666666666666665
2158,P-04962,Cseh,László,1910-04-04,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Cseh_(footballer),WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,France,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2159,P-69257,Csongrádi,Ferenc,1956-03-29,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Ferenc_Csongr%C3%A1di,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,26.0,0.0,0.0,0.0,1.0,0.0,1.0,midfielder,T-36,3.0,1.0,1.0,1.0,12.0,6.0,6.0,3.0,3.0,0.3333333333333333,4.0,2.0
2160,P-46961,Csordás,Lajos,1932-10-06,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Lajos_Csord%C3%A1s,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-36,2.0,2.0,0.0,0.0,17.0,3.0,14.0,4.0,1.0,1.0,8.5,1.5
2161,P-00795,Csuhay,József,1957-07-12,0,0,1,0,0,2,"1982, 1986",https://en.wikipedia.org/wiki/J%C3%B3zsef_Csuhay,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-36,3.0,1.0,1.0,1.0,12.0,6.0,6.0,3.0,3.0,0.3333333333333333,4.0,2.0
2162,P-68716,Čtyřoký,Josef,1906-09-30,0,0,1,0,0,1,1934,https://en.wikipedia.org/wiki/Josef_%C4%8Cty%C5%99ok%C3%BD,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,Italy,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2163,P-29212,Cuadrado,José Fernando,1985-06-01,0,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Jos%C3%A9_Fernando_Cuadrado,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,Russia,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-16,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
2164,P-83216,Cuadrado,Juan,1988-05-26,0,0,0,1,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Juan_Cuadrado,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,26.0,1.0,1.0,0.0,5.0,5.0,0.0,"right winger, right midfielder",T-16,3.0,3.0,0.0,0.0,9.0,2.0,7.0,9.0,1.0,1.0,3.0,0.6666666666666666
2165,P-71361,Cubero,José Miguel,1987-02-14,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Jos%C3%A9_Miguel_Cubero,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,27.0,0.0,0.0,0.0,4.0,0.0,4.0,midfielder,T-17,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333
2166,P-81929,Cubilla,Luis,1940-03-28,0,0,0,1,1,3,"1962, 1970, 1974",https://en.wikipedia.org/wiki/Luis_Cubilla,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,Chile,22.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-84,3.0,1.0,0.0,2.0,4.0,6.0,-2.0,2.0,3.0,0.3333333333333333,1.3333333333333333,2.0
2167,P-28196,Cubilla,Pedro,1933-05-25,0,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Pedro_Cubilla,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,Chile,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-84,3.0,1.0,0.0,2.0,4.0,6.0,-2.0,2.0,3.0,0.3333333333333333,1.3333333333333333,2.0
2168,P-96979,Cubillas,Teófilo,1949-03-08,0,0,0,1,1,3,"1970, 1978, 1982",https://en.wikipedia.org/wiki/Te%C3%B3filo_Cubillas,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,Mexico,21.0,5.0,0.0,0.0,4.0,4.0,0.0,forward,T-56,3.0,2.0,0.0,1.0,7.0,5.0,2.0,4.0,2.0,0.6666666666666666,2.3333333333333335,1.6666666666666667
2169,P-01521,Cuburu,Samuel,1928-02-20,0,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Samuel_Cuburu,WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,Brazil,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-46,3.0,0.0,0.0,3.0,2.0,10.0,-8.0,0.0,4.0,0.0,0.6666666666666666,3.3333333333333335
2170,P-05902,Cuccureddu,Antonello,1949-10-04,0,0,1,0,0,1,1978,https://en.wikipedia.org/wiki/Antonello_Cuccureddu,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,28.0,0.0,0.0,0.0,5.0,2.0,3.0,"midfielder, defender",T-41,6.0,4.0,1.0,1.0,8.0,4.0,4.0,9.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666
2171,P-22755,Cuciuffo,José Luis,1961-02-01,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Cuciuffo,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,Mexico,25.0,0.0,0.0,0.0,6.0,6.0,0.0,"defender, center back",T-03,3.0,2.0,1.0,0.0,6.0,2.0,4.0,5.0,1.0,0.6666666666666666,2.0,0.6666666666666666
2172,P-55859,Cuedan,Alexandru,1910-09-26,0,0,1,0,0,1,1934,https://en.wikipedia.org/wiki/Alexandru_Cuedan,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,Italy,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2173,P-69029,Cuéllar,Leonardo,1952-01-14,0,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Leonardo_Cu%C3%A9llar,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,26.0,0.0,0.0,0.0,3.0,3.0,0.0,midfielder,T-46,3.0,0.0,0.0,3.0,2.0,12.0,-10.0,0.0,4.0,0.0,0.6666666666666666,4.0
2174,P-33628,Cuéllar,Renae,1990-06-24,1,0,0,0,1,1,2015,https://en.wikipedia.org/wiki/Renae_Cu%C3%A9llar,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,24.0,0.0,0.0,0.0,3.0,2.0,1.0,"center forward, forward",T-46,3.0,0.0,1.0,2.0,2.0,8.0,-6.0,1.0,4.0,0.0,0.6666666666666666,2.6666666666666665
2175,P-29954,Cuesta,Yisela,1991-09-27,1,0,0,0,1,1,2015,https://en.wikipedia.org/wiki/Yisela_Cuesta,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,23.0,0.0,0.0,0.0,1.0,0.0,1.0,forward,T-16,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,0.3333333333333333,1.3333333333333333,1.0
2176,P-23639,Cueto,César,1952-06-16,0,0,0,1,0,2,"1978, 1982",https://en.wikipedia.org/wiki/C%C3%A9sar_Cueto,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,25.0,1.0,0.0,0.0,6.0,6.0,0.0,midfielder,T-56,6.0,2.0,1.0,3.0,7.0,12.0,-5.0,5.0,1.0,0.3333333333333333,1.1666666666666667,2.0
2177,P-04154,Cueva,Christian,1991-11-23,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Christian_Cueva,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,Russia,26.0,0.0,0.0,0.0,3.0,3.0,0.0,attacking midfielder,T-56,3.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
2178,P-88899,Cuevas,Nelson,1980-01-10,0,0,0,0,1,2,"2002, 2006",https://en.wikipedia.org/wiki/Nelson_Cuevas,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,"Korea, Japan",22.0,2.0,0.0,0.0,2.0,0.0,2.0,forward,T-55,3.0,1.0,1.0,1.0,6.0,6.0,0.0,4.0,2.0,0.3333333333333333,2.0,2.0
2179,P-16541,Cufré,Leandro,1978-05-09,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Leandro_Cufr%C3%A9,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,28.0,0.0,0.0,0.0,1.0,1.0,0.0,left back,T-03,3.0,2.0,1.0,0.0,8.0,1.0,7.0,7.0,1.0,0.6666666666666666,2.6666666666666665,0.3333333333333333
2180,P-38451,Cuissard,Antoine,1924-07-19,0,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Antoine_Cuissard,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-30,2.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,3.0,0.5,1.5,1.5
2181,P-21864,Culina,Jason,1980-08-05,0,0,0,1,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Jason_Culina,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,25.0,0.0,0.0,0.0,4.0,4.0,0.0,"left midfielder, right winger, right midfielder",T-04,3.0,1.0,1.0,1.0,5.0,5.0,0.0,4.0,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667
